"date","SPY"
2015-07-01,176.955429077148
2015-08-01,166.169937133789
2015-09-01,161.929977416992
2015-10-01,175.703674316406
2015-11-01,176.345901489258
2015-12-01,173.298187255859
2016-01-01,164.670349121094
2016-02-01,164.534301757812
2016-03-01,175.601852416992
2016-04-01,176.293914794922
2016-05-01,179.292953491211
2016-06-01,179.91618347168
2016-07-01,186.477905273438
2016-08-01,186.701263427734
2016-09-01,186.712066650391
2016-10-01,183.475051879883
2016-11-01,190.233963012695
2016-12-01,194.090347290039
2017-01-01,197.563552856445
2017-02-01,205.326095581055
2017-03-01,205.582748413086
2017-04-01,207.623443603516
2017-05-01,210.553619384766
2017-06-01,211.895874023438
2017-07-01,216.251190185547
2017-08-01,216.882186889648
2017-09-01,221.252182006836
2017-10-01,226.4658203125
2017-11-01,233.38801574707
2017-12-01,236.218444824219
2018-01-01,249.53157043457
2018-02-01,240.458450317383
2018-03-01,233.867401123047
2018-04-01,235.07600402832
2018-05-01,240.79052734375
2018-06-01,242.175323486328
2018-07-01,251.147094726562
2018-08-01,259.163604736328
2018-09-01,260.704467773438
2018-10-01,242.688629150391
2018-11-01,247.190444946289
2018-12-01,225.425643920898
2019-01-01,243.474487304688
2019-02-01,251.366958618164
2019-03-01,255.916763305664
2019-04-01,266.37158203125
2019-05-01,249.384750366211
2019-06-01,266.738647460938
2019-07-01,270.771484375
2019-08-01,266.237915039062
2019-09-01,271.418304443359
2019-10-01,277.417877197266
2019-11-01,287.459930419922
2019-12-01,295.812255859375
2020-01-01,295.692810058594
2020-02-01,272.284057617188
2020-03-01,238.283599853516
2020-04-01,268.541687011719
2020-05-01,281.336395263672
2020-06-01,286.325805664062
2020-07-01,303.188110351562
2020-08-01,324.349609375
2020-09-01,312.204772949219
2020-10-01,304.420440673828
2020-11-01,337.534271240234
2020-12-01,350.039489746094
2021-01-01,346.472320556641
2021-02-01,356.106231689453
2021-03-01,372.273193359375
2021-04-01,391.970397949219
2021-05-01,394.544006347656
2021-06-01,403.392608642578
2021-07-01,413.240417480469
2021-08-01,425.538391113281
2021-09-01,405.705993652344
2021-10-01,434.171783447266
2021-11-01,430.683258056641
2021-12-01,450.601409912109
2022-01-01,426.836151123047
2022-02-01,414.237213134766
2022-03-01,429.808532714844
2022-04-01,392.084625244141
2022-05-01,392.969665527344
2022-06-01,360.565216064453
2022-07-01,393.768798828125
2022-08-01,377.702270507812
2022-09-01,342.785186767578
2022-10-01,370.645294189453
2022-11-01,391.25
2022-12-01,368.702941894531
2023-01-01,391.889709472656
2023-02-01,382.03662109375
2023-03-01,396.201629638672
2023-04-01,402.530944824219
2023-05-01,404.389099121094
2023-06-01,430.593414306641
2023-07-01,444.688201904297
2023-08-01,437.461120605469
2023-09-01,416.710357666016
2023-10-01,407.664154052734
2023-11-01,444.901702880859
2023-12-01,465.213928222656
2024-01-01,472.623107910156
2024-02-01,497.287780761719
2024-03-01,513.550109863281
2024-04-01,492.843963623047
2024-05-01,517.771911621094
2024-06-01,536.038879394531
2024-07-01,542.529846191406
2024-08-01,555.206420898438
2024-09-01,566.868286132812
2024-10-01,561.809814453125
2024-11-01,595.3125
2024-12-01,580.989135742188
2025-01-01,596.592468261719
2025-02-01,589.018798828125
2025-03-01,556.199157714844
2025-04-01,551.376831054688
2025-05-01,586.028015136719
2025-06-01,616.141784667969
2025-07-01,630.332458496094
2025-08-01,643.2666015625
